respondent_id,survey_year,age,gender,country,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,comments
1661,2024,39,Male,Australia,No,No,Yes,Often,More than 1000,No,Yes,Don't know,Yes,Yes,Yes,No,Somewhat difficult,No,Maybe,No,Some of them,Yes,Yes,Yes,No,Burnout is rampant in my team.
1662,2019,18,Male,Ireland,No,No,Yes,Often,1-5,No,Yes,No,Don't know,Don't know,No,Don't know,Don't know,No,No,Yes,Yes,No,No,Yes,No,
1663,2019,37,Female,Ireland,No,No,No,Rarely,500-1000,No,Yes,Don't know,Don't know,No,No,Yes,Don't know,No,No,Yes,Yes,No,Maybe,Yes,No,
1664,2020,28,Female,United Kingdom,No,No,No,Never,1-5,No,Yes,No,Don't know,Yes,No,Don't know,Somewhat easy,Yes,No,Some of them,Yes,No,No,Don't know,No,Burnout is rampant in my team.
1665,2019,19,Female,United Kingdom,No,No,No,Rarely,100-500,Yes,No,No,Don't know,Yes,No,Don't know,Very difficult,Maybe,No,No,Yes,No,No,Yes,No,Leadership support makes all the difference.
1666,2022,18,Male,Germany,No,Yes,Yes,Never,1-5,Yes,Yes,Yes,Yes,Don't know,No,No,Very easy,No,No,Yes,Some of them,Maybe,No,No,No,More anonymous support options would help.
1667,2022,28,Female,United States,No,Yes,No,Rarely,100-500,Yes,No,Don't know,Yes,Yes,No,Yes,Very easy,No,No,No,Yes,No,No,Yes,No,
1668,2024,22,Female,United States,No,No,No,Sometimes,26-100,Yes,Yes,Don't know,Don't know,No,Don't know,Yes,Somewhat easy,Maybe,No,No,Some of them,Maybe,No,Don't know,No,Better awareness programs needed.
1669,2022,25,Male,United States,No,No,Yes,Sometimes,26-100,Yes,Yes,No,Don't know,No,No,Don't know,Somewhat easy,Maybe,Yes,No,Yes,No,No,No,No,Stigma is still a major issue in my workplace.
1670,2024,46,Male,United Kingdom,No,No,No,Sometimes,100-500,No,Yes,No,No,Yes,No,Yes,Don't know,Maybe,No,No,No,No,No,No,No,Management needs training on mental health.
1671,2022,37,Female,United States,No,No,Yes,Rarely,6-25,No,No,Don't know,Don't know,No,Yes,Yes,Somewhat easy,Maybe,No,No,No,Maybe,Yes,Don't know,No,
1672,2024,28,Female,United States,Yes,Yes,Yes,Sometimes,1-5,No,Yes,Yes,No,No,No,No,Don't know,No,No,No,No,No,No,Yes,No,Burnout is rampant in my team.
1673,2019,36,Female,United States,No,No,Yes,Sometimes,1-5,Yes,Yes,Don't know,Yes,No,Don't know,Don't know,Somewhat easy,No,Yes,No,No,Maybe,Yes,Don't know,No,Glad to see more companies taking this seriously.
1674,2023,39,Male,United States,No,No,No,Rarely,100-500,No,No,Yes,Yes,Don't know,Yes,Yes,Somewhat difficult,No,No,No,No,No,Maybe,Yes,No,More anonymous support options would help.
1675,2020,22,Female,United States,No,Yes,No,Rarely,6-25,Yes,Yes,No,Don't know,No,Yes,No,Very easy,Maybe,No,Some of them,No,No,Maybe,Don't know,No,Better awareness programs needed.
1676,2020,30,Male,United Kingdom,No,No,Yes,Sometimes,6-25,Yes,Yes,Yes,No,Yes,Don't know,Don't know,Don't know,No,No,Some of them,No,Maybe,No,Don't know,No,
1677,2024,24,Male,Other,No,No,No,Rarely,100-500,Yes,Yes,Yes,Don't know,Yes,Don't know,Yes,Somewhat easy,No,No,Yes,Some of them,No,Maybe,Don't know,Yes,
1678,2022,26,Female,Other,No,Yes,Yes,Often,More than 1000,Yes,Yes,Don't know,Yes,Yes,Don't know,Don't know,Somewhat easy,No,No,No,Yes,No,Maybe,Yes,No,We have EAP but nobody talks about it.
1679,2022,42,Female,Australia,No,No,Yes,Rarely,26-100,No,Yes,Don't know,Don't know,No,Yes,No,Somewhat easy,Yes,No,No,Yes,Maybe,No,No,No,
1680,2024,34,Non-binary,Canada,No,No,Yes,Rarely,26-100,No,Yes,No,No,No,No,Yes,Don't know,No,No,No,Some of them,No,Maybe,Yes,Yes,Anonymous reporting would increase participation.
1681,2023,34,Female,United Kingdom,No,Yes,No,Never,More than 1000,No,No,Yes,Yes,Yes,Yes,Don't know,Somewhat easy,Yes,No,Some of them,No,No,No,Don't know,No,
1682,2024,34,Male,United Kingdom,No,Yes,Yes,Often,More than 1000,No,Yes,Yes,No,Don't know,No,Yes,Don't know,No,No,Some of them,No,Maybe,Maybe,Don't know,No,We have EAP but nobody talks about it.
1683,2024,44,Female,United States,No,Yes,No,Never,26-100,Yes,Yes,No,No,Don't know,Don't know,No,Somewhat easy,Yes,No,Some of them,Some of them,No,No,Yes,No,More anonymous support options would help.
1684,2021,40,Female,Ireland,No,No,Yes,Often,100-500,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Somewhat difficult,Yes,No,Yes,Yes,No,No,Don't know,No,
1685,2023,24,Male,United States,No,No,No,Never,500-1000,No,Yes,Yes,Don't know,Yes,Yes,Yes,Somewhat difficult,No,Yes,Some of them,Yes,Maybe,Yes,Don't know,No,
1686,2022,26,Male,United Kingdom,No,No,Yes,Rarely,500-1000,No,Yes,Don't know,No,Yes,Yes,Don't know,Somewhat easy,Yes,No,No,Yes,No,No,Yes,No,Management needs training on mental health.
1687,2024,31,Male,United States,No,Yes,No,Never,26-100,Yes,Yes,Yes,No,No,Don't know,Don't know,Don't know,Maybe,No,No,No,No,Maybe,Don't know,No,Management needs training on mental health.
1688,2020,42,Male,France,No,Yes,No,Rarely,1-5,Yes,Yes,No,No,Yes,No,Don't know,Somewhat difficult,No,No,Yes,Some of them,Maybe,No,Yes,No,Burnout is rampant in my team.
1689,2020,35,Male,United States,No,Yes,Yes,Sometimes,1-5,Yes,Yes,Don't know,Yes,Don't know,No,No,Very easy,Maybe,No,No,Yes,No,No,Don't know,No,Open conversations help reduce stigma.
1690,2024,22,Other / Prefer not to say,Netherlands,No,No,No,Never,26-100,Yes,Yes,No,Yes,Don't know,Yes,Don't know,Somewhat difficult,No,Yes,Yes,Yes,No,No,No,No,Management needs training on mental health.
1691,2023,25,Male,United States,No,No,No,Never,500-1000,Yes,Yes,Don't know,Don't know,Yes,Yes,Yes,Very difficult,Yes,No,Some of them,Some of them,No,Yes,No,No,Leadership support makes all the difference.
1692,2024,38,Male,Canada,No,No,Yes,Rarely,More than 1000,Yes,Yes,Yes,Don't know,Yes,No,Don't know,Somewhat easy,No,No,Yes,Some of them,Maybe,No,Yes,Yes,
1693,2020,25,Male,Other,No,No,No,Often,More than 1000,No,Yes,Yes,Don't know,Yes,Yes,No,Don't know,No,No,Yes,Yes,No,No,Don't know,No,
1694,2023,36,Male,Brazil,No,No,No,Never,100-500,Yes,Yes,No,No,No,Yes,Yes,Don't know,Yes,No,No,No,No,Yes,Don't know,No,Stigma is still a major issue in my workplace.
1695,2023,31,Male,United States,No,No,Yes,Sometimes,6-25,No,No,No,No,No,No,Don't know,Somewhat easy,No,No,No,No,No,No,Don't know,Yes,Remote work has been a double-edged sword.
1696,2020,25,Non-binary,United States,Yes,No,No,Rarely,500-1000,Yes,Yes,Don't know,Yes,Yes,Don't know,Don't know,Very easy,No,No,Some of them,No,Maybe,Maybe,Don't know,No,
1697,2023,18,Male,United States,No,No,Yes,Sometimes,100-500,Yes,Yes,Yes,Don't know,Yes,Yes,No,Very difficult,Maybe,No,No,Some of them,No,No,Yes,No,Glad to see more companies taking this seriously.
1698,2022,38,Male,United States,No,No,No,Rarely,6-25,No,Yes,No,No,No,Yes,Don't know,Don't know,No,No,No,Yes,No,No,Don't know,No,
1699,2022,27,Female,Australia,No,No,No,Never,More than 1000,No,Yes,Yes,Yes,Yes,Don't know,Yes,Somewhat easy,No,No,Some of them,No,No,No,Don't know,No,
1700,2024,38,Female,Ireland,No,No,No,Never,More than 1000,No,Yes,No,Don't know,No,Yes,No,Very easy,No,No,Yes,Some of them,Maybe,Maybe,Don't know,No,Leadership support makes all the difference.
1701,2023,31,Male,Germany,No,Yes,No,Rarely,26-100,Yes,Yes,Don't know,No,No,No,Don't know,Somewhat difficult,No,No,No,No,Maybe,Yes,Yes,No,
1702,2019,30,Female,Other,No,No,Yes,Often,100-500,No,No,Yes,Don't know,Yes,Yes,No,Somewhat easy,No,Yes,Yes,No,Maybe,Yes,Yes,No,
1703,2019,31,Female,United Kingdom,No,No,No,Never,6-25,No,Yes,Yes,Don't know,No,Yes,Yes,Don't know,Yes,No,No,No,No,No,No,No,Better awareness programs needed.
1704,2023,32,Male,United States,No,No,No,Sometimes,6-25,Yes,No,No,No,Don't know,Yes,Don't know,Very easy,Yes,No,No,Some of them,No,No,Don't know,No,Glad to see more companies taking this seriously.
1705,2021,24,Male,United States,No,No,No,Often,500-1000,No,Yes,Don't know,Don't know,Yes,Yes,No,Somewhat difficult,No,No,Yes,No,No,No,Don't know,No,
1706,2019,20,Male,Other,No,No,No,Often,100-500,No,Yes,No,Yes,No,Don't know,Yes,Somewhat easy,No,No,Yes,No,No,No,Don't know,No,
1707,2023,18,Male,United States,No,No,No,Never,More than 1000,No,No,No,Yes,Yes,Yes,Don't know,Very difficult,No,No,No,No,No,No,Yes,No,
1708,2023,21,Female,United States,No,No,Yes,Sometimes,100-500,Yes,Yes,No,Yes,Yes,Yes,Yes,Very easy,Maybe,No,Yes,Some of them,No,No,Yes,No,Glad to see more companies taking this seriously.
1709,2020,32,Female,United Kingdom,No,No,No,Often,100-500,No,No,Yes,Don't know,Don't know,No,Don't know,Don't know,Maybe,Maybe,No,No,No,Maybe,Don't know,No,We have EAP but nobody talks about it.
1710,2019,19,Female,Netherlands,No,No,No,Sometimes,500-1000,No,Yes,Yes,Yes,Don't know,Don't know,Yes,Don't know,Maybe,No,No,Yes,Maybe,Maybe,Don't know,No,Anonymous reporting would increase participation.
1711,2023,33,Other / Prefer not to say,United States,No,Yes,Yes,Often,More than 1000,No,No,Don't know,No,No,Yes,Yes,Don't know,No,No,Some of them,No,No,No,Yes,No,
1712,2024,41,Female,United States,No,Yes,No,Rarely,100-500,Yes,Yes,Yes,Yes,Yes,No,Don't know,Don't know,Yes,Yes,No,No,No,No,Yes,No,HR resources are available but rarely used.
1713,2022,26,Non-binary,United States,No,No,Yes,Often,26-100,No,Yes,No,No,Yes,No,Don't know,Don't know,No,No,No,No,No,No,No,Yes,Glad to see more companies taking this seriously.
1714,2024,18,Female,United States,No,Yes,Yes,Rarely,26-100,No,Yes,No,Don't know,No,No,Don't know,Somewhat easy,Maybe,No,No,Some of them,Maybe,No,No,No,
1715,2021,31,Non-binary,United States,No,No,Yes,Often,More than 1000,No,No,No,Don't know,Yes,Don't know,Yes,Very difficult,Yes,No,No,Some of them,Maybe,No,Yes,Yes,
1716,2021,26,Male,United Kingdom,No,Yes,Yes,Sometimes,100-500,No,No,Yes,Don't know,Yes,No,No,Somewhat easy,No,No,Yes,No,No,Yes,No,No,We have EAP but nobody talks about it.
1717,2022,40,Male,United States,No,Yes,No,Often,6-25,No,Yes,Yes,Yes,No,No,No,Somewhat difficult,No,Maybe,Yes,Yes,No,Yes,Don't know,Yes,
1718,2021,37,Male,United Kingdom,No,Yes,No,Never,6-25,Yes,Yes,No,No,Don't know,No,No,Very easy,Maybe,Yes,Some of them,No,No,No,Don't know,Yes,Open conversations help reduce stigma.
1719,2021,23,Male,United States,No,No,Yes,Often,More than 1000,No,No,Don't know,Yes,No,Yes,No,Somewhat difficult,No,Maybe,Some of them,Yes,No,Yes,No,Yes,
1720,2020,31,Male,Other,No,No,Yes,Sometimes,500-1000,Yes,No,No,Don't know,Yes,No,No,Don't know,Yes,No,Some of them,Yes,No,Yes,Yes,Yes,
1721,2020,20,Non-binary,United Kingdom,No,No,No,Rarely,26-100,Yes,Yes,Don't know,No,No,No,Don't know,Don't know,Yes,No,Some of them,Some of them,Yes,Maybe,No,No,Anonymous reporting would increase participation.
1722,2022,20,Female,United States,No,No,No,Never,500-1000,Yes,Yes,Yes,Don't know,Yes,Yes,Yes,Somewhat easy,No,No,Some of them,No,No,No,No,No,More anonymous support options would help.
1723,2020,24,Male,Australia,No,Yes,Yes,Often,6-25,Yes,No,Yes,No,Don't know,No,Yes,Don't know,Maybe,Yes,Yes,Some of them,Maybe,Maybe,Don't know,No,
1724,2019,40,Female,United Kingdom,No,No,No,Sometimes,500-1000,No,No,Don't know,Yes,Yes,Yes,Don't know,Somewhat easy,Maybe,No,Yes,No,Maybe,No,Don't know,No,
1725,2022,23,Male,United States,No,No,No,Often,100-500,Yes,No,Yes,Yes,Yes,No,No,Somewhat difficult,Yes,No,Yes,Yes,No,Maybe,Don't know,No,Glad to see more companies taking this seriously.
1726,2023,42,Male,United States,Yes,No,Yes,Rarely,26-100,Yes,Yes,No,No,Don't know,Don't know,No,Somewhat difficult,No,No,Some of them,Yes,Maybe,No,No,Yes,More anonymous support options would help.
1727,2022,28,Male,France,No,Yes,No,Never,100-500,No,Yes,No,Don't know,No,Don't know,Don't know,Very difficult,Yes,No,Some of them,No,Maybe,Yes,Don't know,No,HR resources are available but rarely used.
1728,2023,25,Male,United States,No,No,Yes,Rarely,More than 1000,Yes,Yes,No,Don't know,Yes,Don't know,No,Somewhat easy,Yes,Maybe,No,Yes,Yes,No,Don't know,No,
1729,2022,39,Non-binary,Canada,No,No,No,Never,More than 1000,Yes,Yes,Yes,Don't know,No,Yes,Yes,Somewhat easy,Yes,No,Some of them,No,No,Yes,Yes,No,Stigma is still a major issue in my workplace.
1730,2022,30,Female,Other,No,Yes,Yes,Sometimes,100-500,No,Yes,No,No,No,Don't know,Yes,Very difficult,Yes,No,Some of them,No,Yes,No,No,No,
1731,2019,23,Male,United States,No,Yes,Yes,Sometimes,6-25,No,No,No,No,Yes,Don't know,Don't know,Very easy,No,No,Yes,No,Maybe,No,Don't know,No,
1732,2023,43,Male,United States,No,Yes,No,Sometimes,100-500,Yes,No,Yes,No,Don't know,Don't know,Yes,Somewhat easy,Maybe,Maybe,No,Some of them,No,Yes,Yes,Yes,More anonymous support options would help.
1733,2019,35,Male,Sweden,No,No,No,Sometimes,6-25,No,No,No,Don't know,Don't know,Don't know,Yes,Somewhat easy,Maybe,Maybe,Yes,Yes,Maybe,No,Yes,No,
1734,2021,26,Male,United States,No,No,No,Rarely,1-5,Yes,Yes,Don't know,Don't know,Don't know,Don't know,Don't know,Somewhat easy,Yes,Yes,No,No,Maybe,No,No,No,Anonymous reporting would increase participation.
1735,2023,18,Non-binary,United States,No,Yes,Yes,Often,100-500,No,Yes,Yes,No,No,Yes,Don't know,Very difficult,No,No,Some of them,No,Maybe,No,No,Yes,Burnout is rampant in my team.
1736,2023,31,Male,United Kingdom,No,No,Yes,Often,100-500,Yes,Yes,No,Yes,No,Don't know,Don't know,Somewhat difficult,Maybe,No,Some of them,Yes,No,Yes,Don't know,No,Anonymous reporting would increase participation.
1737,2019,37,Male,United States,Yes,Yes,Yes,Sometimes,100-500,No,Yes,Yes,Yes,Yes,Yes,No,Somewhat easy,Maybe,Maybe,Yes,Yes,Maybe,Yes,No,No,Leadership support makes all the difference.
1738,2021,31,Female,Other,No,No,No,Never,1-5,No,Yes,Yes,No,No,Don't know,No,Somewhat easy,No,Yes,Some of them,Yes,No,Yes,No,No,
1739,2024,41,Male,United States,No,No,Yes,Sometimes,More than 1000,No,Yes,Yes,No,No,No,Yes,Somewhat easy,Yes,No,No,Yes,No,Maybe,Yes,Yes,
1740,2020,37,Female,Brazil,No,Yes,No,Never,26-100,No,Yes,No,No,No,No,Don't know,Somewhat easy,Maybe,Maybe,No,Some of them,No,No,Don't know,No,
1741,2019,43,Male,United States,No,No,Yes,Rarely,1-5,No,No,No,No,No,No,No,Somewhat easy,Maybe,Yes,Yes,No,No,No,Yes,No,Open conversations help reduce stigma.
1742,2022,19,Other / Prefer not to say,United States,No,No,Yes,Sometimes,100-500,Yes,No,Don't know,No,No,No,No,Somewhat difficult,Yes,Maybe,No,Some of them,Yes,Maybe,Yes,No,Burnout is rampant in my team.
1743,2023,21,Female,United States,No,No,No,Rarely,26-100,Yes,No,No,Don't know,Yes,No,Don't know,Somewhat easy,Maybe,No,Yes,Yes,No,No,Yes,No,We have EAP but nobody talks about it.
1744,2019,33,Male,United Kingdom,No,Yes,No,Never,100-500,No,Yes,Don't know,Don't know,Don't know,Don't know,Yes,Somewhat easy,No,No,Some of them,Yes,No,No,No,No,HR resources are available but rarely used.
1745,2022,50,Other / Prefer not to say,United States,No,No,Yes,Rarely,100-500,Yes,Yes,Yes,Yes,Yes,Yes,No,Somewhat easy,Maybe,Yes,Yes,Some of them,No,Yes,Yes,Yes,We have EAP but nobody talks about it.
1746,2024,18,Male,Ireland,No,Yes,Yes,Sometimes,100-500,Yes,Yes,Don't know,Yes,Don't know,Yes,Yes,Somewhat easy,Maybe,No,No,No,No,Maybe,Yes,No,Burnout is rampant in my team.
1747,2022,38,Male,United States,No,No,No,Sometimes,26-100,Yes,Yes,No,No,Don't know,No,Don't know,Somewhat difficult,Maybe,No,No,No,No,No,Don't know,No,
1748,2020,38,Female,United Kingdom,No,No,No,Never,100-500,No,Yes,Don't know,Don't know,No,Yes,Yes,Don't know,Yes,No,Some of them,No,Maybe,Yes,Yes,No,
1749,2024,18,Female,Netherlands,No,No,Yes,Sometimes,100-500,No,Yes,Yes,Don't know,Yes,Don't know,Yes,Don't know,Maybe,Yes,No,Yes,Maybe,Maybe,Don't know,No,
1750,2024,31,Male,Netherlands,No,No,No,Never,100-500,Yes,No,No,Don't know,Yes,Yes,No,Somewhat easy,No,No,Some of them,Yes,Maybe,Yes,Yes,No,We have EAP but nobody talks about it.
1751,2023,31,Male,United States,No,No,No,Sometimes,100-500,Yes,No,No,Yes,Yes,Yes,Don't know,Very easy,Maybe,No,No,Some of them,No,Maybe,No,No,Management needs training on mental health.
1752,2021,23,Female,United States,No,No,No,Never,26-100,Yes,Yes,Don't know,No,No,Don't know,No,Somewhat easy,Maybe,No,Yes,No,Maybe,Yes,No,No,Management needs training on mental health.
1753,2021,36,Female,United States,Yes,Yes,Yes,Sometimes,6-25,Yes,No,No,Yes,Yes,No,Don't know,Somewhat easy,No,Maybe,Yes,No,Maybe,Yes,Don't know,No,
1754,2024,18,Female,United States,Yes,No,Yes,Sometimes,6-25,No,No,No,Yes,No,Yes,Don't know,Don't know,No,No,No,Yes,Maybe,Yes,No,No,
1755,2021,44,Male,Germany,No,Yes,Yes,Sometimes,More than 1000,No,Yes,No,No,Don't know,Don't know,No,Very easy,No,No,No,No,No,No,Don't know,No,
1756,2019,23,Female,United States,No,Yes,No,Rarely,500-1000,Yes,No,Yes,Yes,No,Yes,Yes,Don't know,Yes,Yes,Yes,No,Maybe,No,Yes,No,
1757,2023,21,Male,Sweden,No,Yes,Yes,Rarely,100-500,Yes,Yes,Don't know,No,Don't know,Yes,Don't know,Somewhat easy,Yes,No,No,Yes,No,No,No,No,Burnout is rampant in my team.
1758,2021,27,Male,Ireland,Yes,No,No,Rarely,1-5,No,Yes,Don't know,No,No,Yes,No,Don't know,No,No,No,Some of them,Yes,No,No,Yes,Anonymous reporting would increase participation.
1759,2023,30,Male,United States,No,Yes,No,Rarely,6-25,No,Yes,No,No,Don't know,Yes,No,Somewhat difficult,Maybe,No,Yes,Some of them,Maybe,Maybe,Yes,No,
1760,2019,24,Non-binary,Germany,No,No,Yes,Often,More than 1000,No,Yes,Yes,Yes,No,No,Don't know,Very difficult,No,Yes,Some of them,Yes,No,Maybe,Yes,No,More anonymous support options would help.
1761,2024,31,Female,United States,No,Yes,Yes,Sometimes,100-500,No,Yes,No,Don't know,No,Don't know,Yes,Don't know,No,Maybe,Yes,No,No,No,Don't know,No,Stigma is still a major issue in my workplace.
1762,2021,25,Male,Other,No,No,No,Sometimes,100-500,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,No,No,Maybe,No,No,Yes,
1763,2020,25,Female,United States,No,Yes,No,Rarely,500-1000,Yes,Yes,No,Don't know,Don't know,Yes,Yes,Somewhat easy,No,No,Yes,Yes,Yes,Maybe,Don't know,No,HR resources are available but rarely used.
1764,2019,25,Male,United States,No,Yes,Yes,Often,More than 1000,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Yes,Some of them,No,No,Maybe,Don't know,No,Leadership support makes all the difference.
1765,2023,38,Female,Australia,No,No,No,Sometimes,100-500,Yes,No,Yes,Don't know,Don't know,Yes,Don't know,Somewhat difficult,Yes,No,Yes,Yes,No,Maybe,Yes,No,We have EAP but nobody talks about it.
1766,2024,23,Female,United Kingdom,No,No,No,Sometimes,More than 1000,No,Yes,No,Don't know,Yes,Yes,Yes,Somewhat difficult,Yes,No,Some of them,No,Maybe,Yes,No,Yes,
1767,2021,23,Male,United States,No,No,No,Rarely,26-100,No,Yes,Yes,Don't know,Don't know,Don't know,No,Very difficult,Maybe,No,No,Yes,Maybe,No,Don't know,No,Stigma is still a major issue in my workplace.
1768,2023,28,Female,Other,No,No,No,Often,26-100,No,Yes,Yes,Don't know,Don't know,Yes,Don't know,Don't know,Yes,No,Some of them,No,Maybe,Yes,Don't know,Yes,Open conversations help reduce stigma.
1769,2024,35,Male,United Kingdom,No,No,No,Never,26-100,No,No,Yes,No,No,Don't know,No,Don't know,Maybe,No,No,No,No,Yes,No,No,HR resources are available but rarely used.
1770,2021,31,Other / Prefer not to say,United States,No,Yes,Yes,Sometimes,More than 1000,Yes,No,Yes,Don't know,Don't know,Don't know,Yes,Don't know,No,No,Some of them,Yes,Maybe,Maybe,No,Yes,HR resources are available but rarely used.
1771,2020,33,Male,India,No,No,No,Never,100-500,Yes,No,Yes,Don't know,Yes,Yes,Don't know,Somewhat easy,No,No,No,No,No,Maybe,Yes,No,
1772,2021,33,Female,United States,No,No,Yes,Sometimes,6-25,No,Yes,Don't know,No,No,No,No,Very easy,Yes,No,Yes,No,No,No,Yes,No,
1773,2024,41,Non-binary,India,No,No,No,Never,500-1000,Yes,Yes,Yes,Yes,No,No,No,Very easy,No,Maybe,Some of them,No,No,Yes,Yes,No,
1774,2021,20,Female,United Kingdom,No,No,Yes,Sometimes,6-25,No,No,No,Yes,Don't know,Yes,No,Don't know,Yes,Yes,No,Yes,No,Maybe,Yes,No,
1775,2022,37,Male,Other,No,No,No,Sometimes,6-25,Yes,Yes,No,Yes,Don't know,No,Don't know,Somewhat easy,Yes,No,No,Some of them,No,Maybe,Yes,No,
1776,2023,40,Male,Netherlands,No,Yes,No,Never,26-100,Yes,Yes,Yes,Don't know,Don't know,Don't know,Don't know,Somewhat easy,Yes,No,No,No,Maybe,No,Yes,No,Stigma is still a major issue in my workplace.
1777,2023,18,Female,United Kingdom,No,No,Yes,Rarely,500-1000,Yes,Yes,No,Yes,No,No,Yes,Somewhat easy,No,No,No,Yes,No,No,Yes,No,We have EAP but nobody talks about it.
1778,2024,27,Female,United States,No,No,Yes,Rarely,More than 1000,No,Yes,Don't know,Yes,Don't know,Yes,Yes,Somewhat easy,No,No,No,No,Maybe,No,Yes,Yes,Anonymous reporting would increase participation.
1779,2022,30,Male,United States,No,No,No,Never,More than 1000,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Somewhat easy,Yes,No,Yes,No,No,No,Yes,No,
1780,2023,21,Female,Canada,No,Yes,No,Never,100-500,No,No,Yes,Yes,No,Don't know,Yes,Somewhat difficult,No,No,Some of them,No,No,No,No,No,Leadership support makes all the difference.
1781,2024,30,Male,United States,No,No,Yes,Sometimes,6-25,No,Yes,No,Yes,No,Yes,No,Very easy,No,No,No,Yes,No,No,No,Yes,Better awareness programs needed.
1782,2023,30,Female,United States,Yes,Yes,No,Sometimes,26-100,Yes,No,No,Don't know,Don't know,Don't know,No,Very difficult,Yes,No,No,No,No,Yes,Don't know,No,
1783,2022,20,Male,Other,No,Yes,No,Rarely,500-1000,No,Yes,Yes,Yes,No,No,Yes,Don't know,No,No,Yes,No,No,Maybe,Don't know,No,We have EAP but nobody talks about it.
1784,2022,44,Male,United States,No,No,No,Never,1-5,No,Yes,Don't know,Don't know,No,No,Yes,Somewhat difficult,Maybe,No,No,Yes,No,Yes,No,No,Remote work has been a double-edged sword.
