paper_id,title,abstract,authors,year,month,category,subcategory,citation_count,venue,num_authors,has_code,primary_method,dataset_used,is_survey
arxiv.202211.01538,Memory-Augmented AI Safety using Diffusion Models,"We present a comprehensive study of machine translation in the context of representation learning. Through systematic experiments on large-scale datasets, we identify key factors that influence model performance and propose ContextFlow as a unified solution. Our approach achieves competitive results while being significantly more parameter-efficient than existing methods.",Diego Yamamoto; Maria Martin; Oriol Kumar; Pierre Ivanov,2022,11,cs.AI,multi-agent,21,ICLR,4,True,transformer,multiple,False
arxiv.202308.01735,Unified Question Answering with Graph Neural Networks,"In this work, we tackle the problem of speech recognition by introducing FastTune. The core idea is to use knowledge distillation to learn robust representations that generalize across domains. We validate our approach on both synthetic and real-world data and demonstrate substantial improvements. We also provide theoretical analysis supporting our design choices.",Ilya Suzuki; Ivan Bernard; Pierre Moore; Sarah Wang,2023,8,cs.CL,dialogue,7,ICML,4,False,transformer,RedPajama,False
arxiv.202411.02585,Learning Style Transfer for Real-World Applications,"We study the problem of machine translation and propose RobustLearn, a scalable framework based on adversarial training. Our key insight is that auxiliary objectives provide complementary learning signals. Extensive experiments on widely-used evaluation protocols show that our method achieves new state-of-the-art results while maintaining practical inference times. Code and models are publicly available.",Hans Johnson; Ian Suzuki; Xin Zhu,2024,11,cs.CV,3d-vision,24,NeurIPS,3,False,gnn,CIFAR-100,False
arxiv.202104.00957,Curriculum AI Alignment via Contrastive Learning,"This paper introduces SparseGPT for time series forecasting. Unlike prior work that relies on attention mechanisms, we design a prompt tuning framework that directly addresses computational overhead. Evaluation on competitive benchmarks shows that our approach outperforms existing baselines by a significant margin while requiring fewer computational resources.",Anna Radford; Dario Ivanov; Marco Devlin; Oriol Zhang; Percy Bengio; Sarah Xu,2021,4,cs.AI,reasoning,10,ACL,6,True,other,custom,False
arxiv.202203.01570,End-to-End Image Super-Resolution at Scale,"We present a comprehensive study of time series forecasting in the context of reinforcement learning. Through systematic experiments on challenging real-world datasets, we identify key factors that influence model performance and propose SpectraNet as a unified solution. Our approach achieves competitive results while being significantly more parameter-efficient than existing methods.",Fatima Sun; Hiroshi Li; Ivan Taylor; Thomas Bianchi; Xin Suzuki,2022,3,cs.CV,video-understanding,38,ICLR,5,True,transformer,LAION-5B,False
arxiv.202207.01480,In-Context Learning with Theoretical Guarantees,"We study the problem of relation extraction and propose RobustLearn, a scalable framework based on residual connections. Our key insight is that task-specific adapters preserve pre-trained knowledge while enabling specialization. Extensive experiments on diverse evaluation suites show that our method achieves new state-of-the-art results while maintaining practical inference times. Code and models are publicly available.",Fei Rossi; Jakob Ali; Kenji Amodei; Laura Sun; Omar Brown; Omar Smith; Xin Dupont,2022,7,cs.CL,sentiment-analysis,3,AAAI,7,True,bayesian,OpenWebText,False
arxiv.202407.02661,Multi-Modal Optimization Methods at Scale,"We study the problem of image classification and propose AdaptNet, a scalable framework based on meta-learning. Our key insight is that auxiliary objectives provide complementary learning signals. Extensive experiments on widely-used evaluation protocols show that our method achieves new state-of-the-art results while maintaining practical inference times. Code and models are publicly available.",Anna Hassan; Feng Zhang,2024,7,cs.LG,deep-learning,3,arXiv-only,2,True,reinforcement_learning,CIFAR-100,False
arxiv.202209.01695,Depth Estimation at Scale,"In this work, we tackle the problem of question answering by introducing UniModel. The core idea is to use variational inference to learn robust representations that generalize across domains. We validate our approach on widely-used evaluation protocols and demonstrate substantial improvements. We also provide theoretical analysis supporting our design choices.",Alex Xu,2022,9,cs.CV,face-recognition,244,CVPR,1,True,transformer,ShapeNet,False
arxiv.202208.01306,Point Cloud Processing through Self-Supervision,"In this work, we tackle the problem of relation extraction by introducing DiffuGen. The core idea is to use mixture of experts to learn robust representations that generalize across domains. We validate our approach on widely-used evaluation protocols and demonstrate substantial improvements. We also provide theoretical analysis supporting our design choices.",David Vinyals; Hans Chen; Ivan Martinez; Jian Lin; Jun Taylor; Ming He; Yoshua Rossi; Yun Garcia,2022,8,cs.CV,video-understanding,9,CVPR,8,False,gnn,FFHQ,False
arxiv.202110.01120,Robust Domain Adaptation with Vision Transformers,"In this work, we tackle the problem of visual reasoning by introducing AdaptNet. The core idea is to use curriculum learning to learn robust representations that generalize across domains. We validate our approach on widely-used evaluation protocols and demonstrate substantial improvements. We also provide theoretical analysis supporting our design choices.",Luca Zhang,2021,10,cs.LG,optimization,5,arXiv-only,1,False,reinforcement_learning,MNIST,False
arxiv.202007.00566,Towards Feature Selection with Graph Neural Networks,"We propose RobustLearn, a novel approach to visual reasoning. Our method leverages LoRA fine-tuning to achieve state-of-the-art results on standard benchmarks. Experiments demonstrate improvements of 9.2% over previous methods. We further analyze the effectiveness of our approach through extensive ablation studies and show its generalization across multiple settings.",Feng Gao; Sofia Gupta,2020,7,cs.LG,optimization,7,NeurIPS,2,False,gnn,Fashion-MNIST,False
arxiv.202404.02510,Zero-Shot Visual Question Answering with Limited Labels,"We present a comprehensive study of image synthesis in the context of representation learning. Through systematic experiments on widely-used evaluation protocols, we identify key factors that influence model performance and propose DualPath as a unified solution. Our approach achieves competitive results while being significantly more parameter-efficient than existing methods.",Ahmed Ma; Andrei Hinton; Ashish Moore; Maria Tanaka,2024,4,cs.CV,image-segmentation,1,arXiv-only,4,False,transformer,LSUN,False
arxiv.202208.01258,Planning under Uncertainty with Theoretical Guarantees,"We study the problem of machine translation and propose EfficientAI, a scalable framework based on graph convolutions. Our key insight is that hierarchical representations capture multi-scale patterns more effectively. Extensive experiments on large-scale datasets show that our method achieves new state-of-the-art results while maintaining practical inference times. Code and models are publicly available.",Ashish Brown; Olga Lin; Omar Liang; Stefan Patel; Yuki Sun,2022,8,cs.AI,planning,10,ICLR,5,False,transformer,custom,False
arxiv.202002.00466,Neuromorphic Computing with Transformers,"We propose AdaptNet, a novel approach to code generation. Our method leverages data augmentation to achieve state-of-the-art results on challenging real-world datasets. Experiments demonstrate improvements of 9.7% over previous methods. We further analyze the effectiveness of our approach through extensive ablation studies and show its generalization across multiple settings.",Hans Rodriguez; Jian Chen; Xin Liu,2020,2,cs.NE,neuroevolution,13,arXiv-only,3,False,rnn,ImageNet,False
arxiv.202008.00483,Curriculum Lottery Ticket Hypothesis with Graph Neural Networks,"This paper presents SparseGPT, designed for efficient image synthesis. By leveraging adversarial training and gradient checkpointing, our approach reduces computational cost by 66% while maintaining competitive performance on multiple established benchmarks. We provide detailed analysis of the trade-offs between efficiency and accuracy.",Hans Bernard; Peng Liang; Stefan LeCun; Yun Gao,2020,8,cs.LG,automl,11,arXiv-only,4,False,transformer,CIFAR-10,False
arxiv.202508.02997,Progressive Meta-Learning at Scale,"This paper introduces AutoScale for object detection. Unlike prior work that relies on knowledge distillation, we design a flow matching framework that directly addresses label scarcity. Evaluation on diverse evaluation suites shows that our approach outperforms existing baselines by a significant margin while requiring fewer computational resources.",Sofia Huang,2025,8,cs.LG,optimization,11,AAAI,1,True,transformer,CIFAR-100,True
